filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0503_unrelated_q104_Facilities_Maintenance_Schedule.csv,csv,text/csv,False,,Internal,Facilities Maintenance Schedule,FCT-2026-D981FE,lighting upgrade; parking lot paint; HVAC filter; elevator inspection,734
0504_unrelated_q104_Facilities_Maintenance_Schedule.json,json,application/json,False,,Internal,Facilities Maintenance Schedule,FCT-2026-DB5EC0,HVAC filter; parking lot paint; elevator inspection; lighting upgrade,2019
0505_unrelated_q105_Marketing_Campaign_Retro.txt,txt,text/plain,False,,Internal,Marketing Campaign Retro,FCT-2026-EB96E0,social media post; newsletter open rate; brand awareness; click-through rate,1955
0506_related_q006_National_Reputation_Risk_Watchlist.zip,zip,application/zip,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-367F4C,money laundering; sanctions; human rights violation; bribery; scandal; media exposure; censorship; international criticism,1396
0507_related_q012_Export_Continuity_Advisory.eml,eml,message/rfc822,True,12,Secret,Export Continuity Advisory,FCT-2026-02EAE9,trade embargo; shipping disruption; customs restriction; export restriction; export decline; sanctions; port closure; trade barrier,2898
0508_related_q012_Export_Continuity_Advisory.pdf,pdf,application/pdf,True,12,Secret,Export Continuity Advisory,FCT-2026-641010,trade barrier; export restriction; export decline; shipping disruption; port closure; trade embargo; sanctions; customs restriction,4368
0509_unrelated_q104_Facilities_Maintenance_Schedule.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Facilities Maintenance Schedule,FCT-2026-32E7F6,HVAC filter; parking lot paint; elevator inspection; lighting upgrade,30231
0510_unrelated_q104_Facilities_Maintenance_Schedule.html,html,text/html,False,,Internal,Facilities Maintenance Schedule,FCT-2026-2666EF,elevator inspection; lighting upgrade; parking lot paint; HVAC filter,2435
0511_unrelated_q108_Procurement_Stationery_Order.rtf,rtf,application/rtf,False,,Internal,Procurement Stationery Order,FCT-2026-B9DB4E,whiteboard markers; sticky notes; notebooks; toner cartridge,1617
0512_unrelated_q103_Employee_Wellness_Newsletter.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Employee Wellness Newsletter,FCT-2026-E35569,ergonomic chair; hydration tips; step challenge; yoga session,6841
0513_related_q011_International_Commercial_Partnership_Sum.xml,xml,text/xml,True,11,Secret,International Commercial Partnership Summary,FCT-2026-BBD4DA,strategic supplier; sovereign investment; technology transfer; foreign investment; investment agreement; joint venture; strategic partnership; commercial agreement,2222
0514_unrelated_q106_Library_Acquisition_List.log,log,text/log,False,,Public,Library Acquisition List,FCT-2026-2547D0,interlibrary loan; cataloguing; reading club; fiction collection,1417
0515_related_q008_Diplomatic_Negotiation_Status_Memo.tsv,tsv,text/tab-separated-values,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-091836,strategic partnership; embassy; foreign ministry; diplomatic cable; MOU; treaty; diplomatic note; classified negotiation,625
0516_related_q015_Vital_National_Installation_Status_Sheet.svg,svg,image/svg+xml,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-9D4966,airport; oil refinery; power station; telecom exchange; command center; military base; seaport; substation,783
0517_related_q003_Emergency_Continuity_and_Engagement_Proc.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-E89E60,command structure; war plan; continuity of government; contingency plan; military doctrine; rules of engagement; defense strategy; mobilization plan,37945
0518_unrelated_q109_Weather_Outlook_for_Field_Picnic.md,md,text/markdown,False,,Public,Weather Outlook for Field Picnic,FCT-2026-8CF566,picnic blankets; light breeze; UV index; sunny intervals,2031
0519_related_q015_Vital_National_Installation_Status_Sheet.mht,mht,multipart/related,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-A532FA,power station; telecom exchange; substation; government facility; desalination plant; seaport; command center; oil refinery,2783
0520_unrelated_q106_Library_Acquisition_List.csv,csv,text/csv,False,,Public,Library Acquisition List,FCT-2026-855A60,fiction collection; reading club; interlibrary loan; cataloguing,700
0521_related_q005_Critical_Infrastructure_Resilience_Bulle.json,json,application/json,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-EF041D,water treatment; ICS; SCADA; airport shutdown; gas plant; seaport; pipeline; oil production,2434
0522_unrelated_q105_Marketing_Campaign_Retro.txt,txt,text/plain,False,,Internal,Marketing Campaign Retro,FCT-2026-0E37C5,social media post; newsletter open rate; brand awareness; click-through rate,1960
0523_related_q011_International_Commercial_Partnership_Sum.zip,zip,application/zip,True,11,Secret,International Commercial Partnership Summary,FCT-2026-373759,investment agreement; sovereign investment; commercial agreement; joint venture; strategic supplier; foreign investment; technology transfer; strategic partnership,1390
0524_unrelated_q103_Employee_Wellness_Newsletter.eml,eml,message/rfc822,False,,Public,Employee Wellness Newsletter,FCT-2026-A496D5,hydration tips; step challenge; ergonomic chair; yoga session,2239
0525_related_q002_Force_and_VIP_Movement_Coordination_Note.pdf,pdf,application/pdf,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-B0FDD3,mobilization; National Guard; deployment; VIP movement; convoy; military exercise; Royal Guard; motorcade,4332
0526_related_q006_National_Reputation_Risk_Watchlist.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-689538,diplomatic crisis; human rights violation; corruption; media exposure; censorship; sanctions; money laundering; bribery,30365
0527_related_q002_Force_and_VIP_Movement_Coordination_Note.html,html,text/html,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-3F17B5,operational route; VIP movement; Royal Guard; checkpoint; mobilization; patrol route; troop movement; deployment,3055
0528_related_q009_Labor_Market_Stability_Brief.rtf,rtf,application/rtf,True,9,Secret,Labor Market Stability Brief,FCT-2026-EF8BBC,workforce reduction; wage reduction; labor shortage; unemployment; Nitaqat; employment crisis; mass layoff; Saudization,2219
0529_unrelated_q105_Marketing_Campaign_Retro.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Internal,Marketing Campaign Retro,FCT-2026-5F8919,newsletter open rate; social media post; click-through rate; brand awareness,6836
0530_related_q008_Diplomatic_Negotiation_Status_Memo.xml,xml,text/xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-1DA31D,MOU; embassy; diplomatic cable; foreign ministry; consulate; treaty; strategic partnership; bilateral agreement,2090
0531_related_q014_Strategic_Warehouse_and_Logistics_Reserv.log,log,text/log,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-8F463E,inventory reserve; supply depot; fuel depot; strategic reserve; emergency stockpile; logistics center; warehouse; storage facility,1978
0532_unrelated_q105_Marketing_Campaign_Retro.tsv,tsv,text/tab-separated-values,False,,Internal,Marketing Campaign Retro,FCT-2026-20BA6C,brand awareness; newsletter open rate; click-through rate; social media post,547
0533_unrelated_q105_Marketing_Campaign_Retro.svg,svg,image/svg+xml,False,,Internal,Marketing Campaign Retro,FCT-2026-99302D,social media post; newsletter open rate; click-through rate; brand awareness,724
0534_unrelated_q105_Marketing_Campaign_Retro.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,Marketing Campaign Retro,FCT-2026-305F88,click-through rate; brand awareness; social media post; newsletter open rate,37749
0535_unrelated_q107_Sports_Club_Training_Roster.md,md,text/markdown,False,,Public,Sports Club Training Roster,FCT-2026-F4C75E,attendance sheet; injury recovery; football drills; coach notes,2021
0536_unrelated_q105_Marketing_Campaign_Retro.mht,mht,multipart/related,False,,Internal,Marketing Campaign Retro,FCT-2026-7A89FD,newsletter open rate; social media post; click-through rate; brand awareness,2104
0537_unrelated_q110_Volunteer_Greening_Day_Plan.csv,csv,text/csv,False,,Public,Volunteer Greening Day Plan,FCT-2026-BE8A90,community garden; tree planting; recycling bins; irrigation hose,714
0538_unrelated_q109_Weather_Outlook_for_Field_Picnic.json,json,application/json,False,,Public,Weather Outlook for Field Picnic,FCT-2026-51FBF5,sunny intervals; light breeze; UV index; picnic blankets,1996
0539_unrelated_q102_IT_Helpdesk_Ticket_Summary.txt,txt,text/plain,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-B6A474,VPN latency; laptop docking; printer jam; password reset,1920
0540_unrelated_q106_Library_Acquisition_List.zip,zip,application/zip,False,,Public,Library Acquisition List,FCT-2026-DD269B,reading club; interlibrary loan; fiction collection; cataloguing,1141
0541_unrelated_q104_Facilities_Maintenance_Schedule.eml,eml,message/rfc822,False,,Internal,Facilities Maintenance Schedule,FCT-2026-6CAC16,elevator inspection; HVAC filter; parking lot paint; lighting upgrade,2257
0542_unrelated_q105_Marketing_Campaign_Retro.pdf,pdf,application/pdf,False,,Internal,Marketing Campaign Retro,FCT-2026-82D37C,newsletter open rate; brand awareness; click-through rate; social media post,4093
0543_unrelated_q107_Sports_Club_Training_Roster.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Sports Club Training Roster,FCT-2026-04B428,attendance sheet; football drills; coach notes; injury recovery,30227
0544_related_q003_Emergency_Continuity_and_Engagement_Proc.html,html,text/html,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-0D8D47,mobilization plan; emergency response; military doctrine; war plan; battle plan; continuity of government; rules of engagement; command structure,3145
0545_related_q002_Force_and_VIP_Movement_Coordination_Note.rtf,rtf,application/rtf,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-60B2CB,motorcade; military exercise; checkpoint; National Guard; troop movement; convoy; Royal Guard; escort,2205
0546_related_q013_Government_Operations_Disruption_Report.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,13,Secret,Government Operations Disruption Report,FCT-2026-DBCEF4,emergency operations; operational disruption; business continuity; cyber attack; service outage; government shutdown; disaster recovery; system failure,7207
0547_unrelated_q104_Facilities_Maintenance_Schedule.xml,xml,text/xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-EE70E9,HVAC filter; parking lot paint; lighting upgrade; elevator inspection,1740
0548_unrelated_q108_Procurement_Stationery_Order.log,log,text/log,False,,Internal,Procurement Stationery Order,FCT-2026-4CA685,whiteboard markers; toner cartridge; notebooks; sticky notes,1423
0549_related_q002_Force_and_VIP_Movement_Coordination_Note.tsv,tsv,text/tab-separated-values,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-9D09BC,National Guard; checkpoint; military exercise; operational route; motorcade; escort; mobilization; Royal Guard,615
0550_unrelated_q105_Marketing_Campaign_Retro.svg,svg,image/svg+xml,False,,Internal,Marketing Campaign Retro,FCT-2026-4958AB,newsletter open rate; social media post; click-through rate; brand awareness,724
0551_unrelated_q105_Marketing_Campaign_Retro.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,Marketing Campaign Retro,FCT-2026-F8CB69,newsletter open rate; social media post; brand awareness; click-through rate,37707
0552_related_q004_Cryptographic_Key_Custody_Log.md,md,text/markdown,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-E6C0B3,private key; secret key; AES; RSA; root certificate; certificate authority; HSM; PKI,2559
0553_unrelated_q108_Procurement_Stationery_Order.mht,mht,multipart/related,False,,Internal,Procurement Stationery Order,FCT-2026-8DF1FB,whiteboard markers; notebooks; toner cartridge; sticky notes,2066
0554_unrelated_q104_Facilities_Maintenance_Schedule.csv,csv,text/csv,False,,Internal,Facilities Maintenance Schedule,FCT-2026-EB1D93,HVAC filter; parking lot paint; lighting upgrade; elevator inspection,723
0555_related_q005_Critical_Infrastructure_Resilience_Bulle.json,json,application/json,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-BFCCB3,ICS; oil production; airport shutdown; critical infrastructure; refinery; gas plant; seaport; pipeline,2496
0556_related_q009_Labor_Market_Stability_Brief.txt,txt,text/plain,True,9,Secret,Labor Market Stability Brief,FCT-2026-6FAFFE,labor shortage; unemployment; employment crisis; Nitaqat; recruitment freeze; mass layoff; wage reduction; workforce reduction,2559
0557_related_q004_Cryptographic_Key_Custody_Log.zip,zip,application/zip,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-98D8F1,HSM; certificate authority; root certificate; private key; cryptographic key; ECC; VPN key; TLS certificate,1357
0558_related_q012_Export_Continuity_Advisory.eml,eml,message/rfc822,True,12,Secret,Export Continuity Advisory,FCT-2026-F7949E,customs restriction; export decline; export restriction; shipping disruption; sanctions; port closure; trade barrier; trade embargo,2892
0559_unrelated_q107_Sports_Club_Training_Roster.pdf,pdf,application/pdf,False,,Public,Sports Club Training Roster,FCT-2026-6558FD,football drills; injury recovery; coach notes; attendance sheet,4095
0560_unrelated_q107_Sports_Club_Training_Roster.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Sports Club Training Roster,FCT-2026-A2C46E,coach notes; injury recovery; attendance sheet; football drills,30225
0561_unrelated_q107_Sports_Club_Training_Roster.html,html,text/html,False,,Public,Sports Club Training Roster,FCT-2026-BF02FD,attendance sheet; coach notes; injury recovery; football drills,2388
0562_related_q004_Cryptographic_Key_Custody_Log.rtf,rtf,application/rtf,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-F140D4,root certificate; private key; HSM; key management; certificate authority; AES; PKI; cryptographic key,2200
0563_unrelated_q108_Procurement_Stationery_Order.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Internal,Procurement Stationery Order,FCT-2026-651F3B,notebooks; toner cartridge; whiteboard markers; sticky notes,6846
0564_unrelated_q104_Facilities_Maintenance_Schedule.xml,xml,text/xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-01BEEE,elevator inspection; lighting upgrade; parking lot paint; HVAC filter,1736
0565_related_q009_Labor_Market_Stability_Brief.log,log,text/log,True,9,Secret,Labor Market Stability Brief,FCT-2026-02799E,mass layoff; workforce reduction; Nitaqat; labor shortage; employment crisis; wage reduction; unemployment; recruitment freeze,1939
0566_unrelated_q106_Library_Acquisition_List.tsv,tsv,text/tab-separated-values,False,,Public,Library Acquisition List,FCT-2026-4A2DCC,reading club; cataloguing; interlibrary loan; fiction collection,522
0567_unrelated_q103_Employee_Wellness_Newsletter.svg,svg,image/svg+xml,False,,Public,Employee Wellness Newsletter,FCT-2026-CDC096,yoga session; step challenge; ergonomic chair; hydration tips,709
0568_related_q001_Restricted_Defense_Asset_Inventory_Brief.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-A980DF,Ministry of Defense; artillery; weapons cache; tank; fighter aircraft; missile; explosives; armory,37946
0569_unrelated_q104_Facilities_Maintenance_Schedule.md,md,text/markdown,False,,Internal,Facilities Maintenance Schedule,FCT-2026-4C69DE,lighting upgrade; HVAC filter; elevator inspection; parking lot paint,2062
0570_related_q015_Vital_National_Installation_Status_Sheet.mht,mht,multipart/related,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-B189A9,military base; desalination plant; power station; oil refinery; substation; seaport; command center; government facility,2774
0571_unrelated_q110_Volunteer_Greening_Day_Plan.csv,csv,text/csv,False,,Public,Volunteer Greening Day Plan,FCT-2026-14B10B,community garden; tree planting; irrigation hose; recycling bins,714
0572_unrelated_q106_Library_Acquisition_List.json,json,application/json,False,,Public,Library Acquisition List,FCT-2026-297412,fiction collection; reading club; interlibrary loan; cataloguing,2010
0573_related_q006_National_Reputation_Risk_Watchlist.txt,txt,text/plain,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-8E4F29,diplomatic crisis; media exposure; international criticism; censorship; corruption; scandal; bribery; human rights violation,2577
0574_related_q012_Export_Continuity_Advisory.zip,zip,application/zip,True,12,Secret,Export Continuity Advisory,FCT-2026-69D7E8,trade embargo; export decline; port closure; export restriction; shipping disruption; sanctions; customs restriction; trade barrier,1364
0575_related_q001_Restricted_Defense_Asset_Inventory_Brief.eml,eml,message/rfc822,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-2210C7,Ministry of Defense; Royal Saudi Air Force; ballistic missile; artillery; military base; fighter aircraft; weapons cache; explosives,2955
0576_unrelated_q101_Office_Cafeteria_Weekly_Menu.pdf,pdf,application/pdf,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-2DDFC4,coffee station; vegetarian option; lunch special; dessert bar,4108
0577_unrelated_q105_Marketing_Campaign_Retro.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Marketing Campaign Retro,FCT-2026-B1BFF3,brand awareness; click-through rate; social media post; newsletter open rate,30236
0578_unrelated_q103_Employee_Wellness_Newsletter.html,html,text/html,False,,Public,Employee Wellness Newsletter,FCT-2026-B4D8F8,step challenge; yoga session; ergonomic chair; hydration tips,2390
0579_unrelated_q104_Facilities_Maintenance_Schedule.rtf,rtf,application/rtf,False,,Internal,Facilities Maintenance Schedule,FCT-2026-86FBB5,parking lot paint; HVAC filter; lighting upgrade; elevator inspection,1645
0580_unrelated_q106_Library_Acquisition_List.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Library Acquisition List,FCT-2026-0BEB35,fiction collection; reading club; interlibrary loan; cataloguing,6816
0581_related_q010_Strategic_Resource_Outlook.xml,xml,text/xml,True,10,Secret,Strategic Resource Outlook,FCT-2026-C54BF2,natural gas; Brent; resource depletion; petroleum exports; OPEC; crude oil; commodity price; mining,2065
0582_related_q012_Export_Continuity_Advisory.log,log,text/log,True,12,Secret,Export Continuity Advisory,FCT-2026-7F0B55,sanctions; export decline; export restriction; customs restriction; port closure; trade embargo; trade barrier; shipping disruption,1951
0583_unrelated_q108_Procurement_Stationery_Order.tsv,tsv,text/tab-separated-values,False,,Internal,Procurement Stationery Order,FCT-2026-6D73D5,notebooks; whiteboard markers; toner cartridge; sticky notes,533
0584_related_q013_Government_Operations_Disruption_Report.svg,svg,image/svg+xml,True,13,Secret,Government Operations Disruption Report,FCT-2026-966543,disaster recovery; government shutdown; operational disruption; emergency operations; system failure; service outage; business continuity; cyber attack,813
0585_related_q005_Critical_Infrastructure_Resilience_Bulle.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-8A4FE8,ICS; oil production; blackout; telecommunications outage; critical infrastructure; gas plant; power grid; seaport,37918
0586_unrelated_q108_Procurement_Stationery_Order.md,md,text/markdown,False,,Internal,Procurement Stationery Order,FCT-2026-BD3D53,toner cartridge; notebooks; sticky notes; whiteboard markers,2016
0587_unrelated_q109_Weather_Outlook_for_Field_Picnic.mht,mht,multipart/related,False,,Public,Weather Outlook for Field Picnic,FCT-2026-F17D10,picnic blankets; UV index; sunny intervals; light breeze,2076
0588_related_q004_Cryptographic_Key_Custody_Log.csv,csv,text/csv,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-03B0FF,cryptographic key; PKI; secret key; root certificate; RSA; certificate authority; key management; private key,925
0589_related_q009_Labor_Market_Stability_Brief.json,json,application/json,True,9,Secret,Labor Market Stability Brief,FCT-2026-729228,labor shortage; workforce reduction; wage reduction; Nitaqat; Saudization; unemployment; recruitment freeze; employment crisis,2506
0590_related_q011_International_Commercial_Partnership_Sum.txt,txt,text/plain,True,11,Secret,International Commercial Partnership Summary,FCT-2026-E9FD41,sovereign investment; strategic supplier; commercial agreement; technology transfer; strategic partnership; joint venture; investment agreement; foreign investment,2709
0591_unrelated_q110_Volunteer_Greening_Day_Plan.zip,zip,application/zip,False,,Public,Volunteer Greening Day Plan,FCT-2026-D22DC5,irrigation hose; recycling bins; community garden; tree planting,1144
0592_unrelated_q103_Employee_Wellness_Newsletter.eml,eml,message/rfc822,False,,Public,Employee Wellness Newsletter,FCT-2026-D9E705,step challenge; yoga session; hydration tips; ergonomic chair,2235
0593_related_q014_Strategic_Warehouse_and_Logistics_Reserv.pdf,pdf,application/pdf,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-CBF469,emergency stockpile; logistics center; inventory reserve; storage facility; strategic reserve; warehouse; fuel depot; supply depot,4389
0594_unrelated_q107_Sports_Club_Training_Roster.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Sports Club Training Roster,FCT-2026-06BA18,injury recovery; attendance sheet; coach notes; football drills,30229
0595_related_q005_Critical_Infrastructure_Resilience_Bulle.html,html,text/html,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-ADF691,power grid; pipeline; airport shutdown; refinery; gas plant; oil production; critical infrastructure; SCADA,3065
0596_unrelated_q110_Volunteer_Greening_Day_Plan.rtf,rtf,application/rtf,False,,Public,Volunteer Greening Day Plan,FCT-2026-1907A5,tree planting; recycling bins; community garden; irrigation hose,1627
0597_related_q006_National_Reputation_Risk_Watchlist.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-757A74,international criticism; diplomatic crisis; sanctions; scandal; media exposure; money laundering; bribery; human rights violation,7195
0598_related_q003_Emergency_Continuity_and_Engagement_Proc.xml,xml,text/xml,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-4BC4CB,mobilization plan; emergency response; continuity of government; rules of engagement; defense strategy; evacuation plan; command structure; contingency plan,2210
0599_related_q014_Strategic_Warehouse_and_Logistics_Reserv.log,log,text/log,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-A29282,warehouse; storage facility; supply depot; fuel depot; strategic reserve; inventory reserve; emergency stockpile; logistics center,1972
0600_related_q007_Counter-Terrorism_Threat_Digest.tsv,tsv,text/tab-separated-values,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-13DB30,Daesh; violent extremism; terrorism; VBIED; attack plan; radicalization; suicide attack; hostage,586
0601_related_q008_Diplomatic_Negotiation_Status_Memo.svg,svg,image/svg+xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-4C16F3,embassy; bilateral agreement; diplomatic cable; strategic partnership; consulate; classified negotiation; treaty; diplomatic note,796
0602_related_q013_Government_Operations_Disruption_Report.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,13,Secret,Government Operations Disruption Report,FCT-2026-C628A5,business continuity; government shutdown; system failure; emergency operations; cyber attack; disaster recovery; service outage; operational disruption,37924
0603_related_q011_International_Commercial_Partnership_Sum.md,md,text/markdown,True,11,Secret,International Commercial Partnership Summary,FCT-2026-A15FC8,strategic partnership; commercial agreement; foreign investment; investment agreement; sovereign investment; joint venture; strategic supplier; technology transfer,2824
0604_unrelated_q107_Sports_Club_Training_Roster.mht,mht,multipart/related,False,,Public,Sports Club Training Roster,FCT-2026-FBEE2F,injury recovery; coach notes; football drills; attendance sheet,2064
0605_related_q015_Vital_National_Installation_Status_Sheet.csv,csv,text/csv,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-A9265C,government facility; seaport; substation; military base; telecom exchange; command center; power station; airport,959
0606_unrelated_q110_Volunteer_Greening_Day_Plan.json,json,application/json,False,,Public,Volunteer Greening Day Plan,FCT-2026-B43EA2,irrigation hose; recycling bins; tree planting; community garden,2025
0607_related_q002_Force_and_VIP_Movement_Coordination_Note.txt,txt,text/plain,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-63C8E2,escort; checkpoint; troop movement; National Guard; deployment; military exercise; patrol route; Royal Guard,2519
0608_related_q011_International_Commercial_Partnership_Sum.zip,zip,application/zip,True,11,Secret,International Commercial Partnership Summary,FCT-2026-2B409C,foreign investment; joint venture; investment agreement; commercial agreement; strategic partnership; sovereign investment; technology transfer; strategic supplier,1387
0609_related_q006_National_Reputation_Risk_Watchlist.eml,eml,message/rfc822,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-F024C1,international criticism; censorship; money laundering; scandal; sanctions; corruption; bribery; diplomatic crisis,2868
0610_unrelated_q102_IT_Helpdesk_Ticket_Summary.pdf,pdf,application/pdf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-508F20,laptop docking; VPN latency; password reset; printer jam,4119
0611_related_q008_Diplomatic_Negotiation_Status_Memo.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-35148E,MOU; bilateral agreement; diplomatic cable; embassy; strategic partnership; treaty; classified negotiation; diplomatic note,30359
0612_related_q009_Labor_Market_Stability_Brief.html,html,text/html,True,9,Secret,Labor Market Stability Brief,FCT-2026-A85C17,labor shortage; wage reduction; mass layoff; workforce reduction; Saudization; Nitaqat; employment crisis; unemployment,3018
0613_related_q015_Vital_National_Installation_Status_Sheet.rtf,rtf,application/rtf,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-715B77,government facility; desalination plant; military base; power station; command center; oil refinery; telecom exchange; airport,2272
0614_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-74E459,government facility; desalination plant; telecom exchange; substation; oil refinery; command center; power station; military base,7223
0615_unrelated_q109_Weather_Outlook_for_Field_Picnic.xml,xml,text/xml,False,,Public,Weather Outlook for Field Picnic,FCT-2026-C5817C,light breeze; UV index; picnic blankets; sunny intervals,1726
0616_related_q014_Strategic_Warehouse_and_Logistics_Reserv.log,log,text/log,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-BF6ED3,supply depot; logistics center; inventory reserve; warehouse; storage facility; strategic reserve; emergency stockpile; fuel depot,1973
0617_related_q014_Strategic_Warehouse_and_Logistics_Reserv.tsv,tsv,text/tab-separated-values,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-C23AA8,supply depot; storage facility; logistics center; inventory reserve; warehouse; emergency stockpile; fuel depot; strategic reserve,636
0618_unrelated_q102_IT_Helpdesk_Ticket_Summary.svg,svg,image/svg+xml,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-3EF6B2,password reset; VPN latency; laptop docking; printer jam,705
0619_related_q012_Export_Continuity_Advisory.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,12,Secret,Export Continuity Advisory,FCT-2026-42DCB1,port closure; export decline; export restriction; sanctions; customs restriction; shipping disruption; trade barrier; trade embargo,37890
0620_unrelated_q103_Employee_Wellness_Newsletter.md,md,text/markdown,False,,Public,Employee Wellness Newsletter,FCT-2026-4C12F6,hydration tips; step challenge; ergonomic chair; yoga session,2029
0621_related_q003_Emergency_Continuity_and_Engagement_Proc.mht,mht,multipart/related,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-7E2304,continuity of government; rules of engagement; defense strategy; military doctrine; contingency plan; evacuation plan; emergency response; command structure,2942
0622_related_q002_Force_and_VIP_Movement_Coordination_Note.csv,csv,text/csv,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-01C3E9,patrol route; deployment; VIP movement; mobilization; Royal Guard; motorcade; troop movement; operational route,942
0623_unrelated_q110_Volunteer_Greening_Day_Plan.json,json,application/json,False,,Public,Volunteer Greening Day Plan,FCT-2026-8282C5,recycling bins; irrigation hose; community garden; tree planting,2011
0624_related_q008_Diplomatic_Negotiation_Status_Memo.txt,txt,text/plain,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-B3E349,diplomatic note; MOU; foreign ministry; strategic partnership; classified negotiation; bilateral agreement; treaty; consulate,2581
0625_unrelated_q105_Marketing_Campaign_Retro.zip,zip,application/zip,False,,Internal,Marketing Campaign Retro,FCT-2026-12BA05,click-through rate; newsletter open rate; social media post; brand awareness,1161
0626_unrelated_q103_Employee_Wellness_Newsletter.eml,eml,message/rfc822,False,,Public,Employee Wellness Newsletter,FCT-2026-A6E5CC,step challenge; hydration tips; yoga session; ergonomic chair,2221
